"VteID";"DtVte";"Canal";"StatutCde";"ProdID";"Qt";"TxRem";"MttBrutTTC";"MttTTcNet";"CstLigne";"MagID";"VndID";"CustNo"
"V005719";"13-11-2025";"MAGASIN";"Livree";"P0060";"2";"0,00";"80,00";"80,00";"40,92";"M19";"V46";"C0048"
"V005720";"13-11-2025";"Magasin";"livree";"P0037";"1";"0,00";"230,00";"230,00";"115,95";"M18";"V44";"C0190"
"V005721";"13-11-2025";"Magasin";"Annulee";"P0004";"2";"0,00";"1920,00";"1920,00";"1123,74";"M20";"V48";"C0165"
"V005722";"13-11-2025";"Magasin";"Livree";"P0053";"1";"5,00";"155,00";"147,25";"83,01";"M03";"V06";"C0195"
"V005723";"13-11-2025";"WEB";"Livree";"P0012";"2";"0,00";"2020,00";"2020,00";"1177,08";"M19";"V46";"C0043"
"V005724";"14-11-2025";"Magasin";"livree";"P0051";"1";"0,00";"155,00";"155,00";"77,85";"M06";"V12";"C0138"
"V005725";"14-11-2025";"Magasin";"Livree";"P0034";"2";"5,00";"400,00";"380,00";"236,88";"M07";"V14";"C0134"
"V005726";"14-11-2025";"Magasin";"LIVREE";"P0056";"3";"0,00";"75,00";"75,00";"36,45";"M14";"V32";"C0215"
"V005727";"14-11-2025";"Magasin";"Annulee";"P0059";"3";"0,00";"120,00";"120,00";"57,69";"M18";"V44";"C0218"
"V005728";"15-11-2025";"magasin";"LIVREE";"P0039";"1";"0,00";"1485,00";"1485,00";"673,51";"M18";"V43";"C0008"
"V005729";"15-11-2025";"web";"Livree";"P0060";"4";"0,00";"160,00";"160,00";"81,84";"M14";"V33";"C0188"
"V005730";"15-11-2025";"WEB";"Livree";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M15";"V36";"C0132"
"V005731";"15-11-2025";"magasin";"Livree";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M14";"V32";"C0054"
"V005732";"16-11-2025";"Magasin";"Livree";"P0039";"1";"0,00";"1485,00";"1485,00";"673,51";"M16";"V38";"C0217"
"V005733";"16-11-2025";"MAGASIN";"LIVREE";"P0052";"4";"0,00";"540,00";"540,00";"290,04";"M09";"V19";"C0031"
"V005734";"16-11-2025";"Magasin";"Livree";"P0048";"1";"0,00";"1760,00";"1760,00";"945,76";"M08";"V17";"C0014"
"V005735";"16-11-2025";"magasin";"LIVREE";"P0009";"1";"0,00";"505,00";"505,00";"297,17";"M22";"V53";"C0157"
"V005736";"16-11-2025";"WEB";"livree";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M24";"V57";"C0005"
"V005737";"16-11-2025";"Magasin";"Livree";"P0054";"3";"10,00";"480,00";"432,00";"232,32";"M07";"V14";"C0040"
"V005738";"16-11-2025";"Magasin";"Annulee";"P0052";"2";"5,00";"270,00";"256,50";"145,02";"M06";"V12";"C0012"
"V005739";"16-11-2025";"Magasin";"Livree";"P0044";"2";"10,00";"3600,00";"3240,00";"2106,42";"M20";"V50";"C0212"
"V005740";"16-11-2025";"WEB";"livree";"P0046";"1";"5,00";"1035,00";"983,25";"615,36";"M22";"V53";"C0201"
"V005741";"16-11-2025";"MAGASIN";"Livree";"P0045";"2";"0,00";"650,00";"650,00";"298,38";"M10";"V20";"C0120"
"V005742";"16-11-2025";"web";"Annulee";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M03";"V07";"C0113"
"V005743";"16-11-2025";"web";"Livree";"P0045";"2";"0,00";"650,00";"650,00";"298,38";"M02";"V04";"C0038"
"V005744";"16-11-2025";"Web";"Livree";"P0039";"2";"0,00";"2970,00";"2970,00";"1347,02";"M18";"V43";"C0006"
"V005745";"16-11-2025";"WEB";"Annulee";"P0026";"4";"0,00";"1100,00";"1100,00";"549,80";"M14";"V32";"C0057"
"V005746";"16-11-2025";"Magasin";"Annulee";"P0028";"1";"0,00";"130,00";"130,00";"67,26";"M08";"V17";"C0015"
"V005747";"17-11-2025";"Web";"LIVREE";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M10";"V20";"C0087"
"V005748";"17-11-2025";"Web";"livree";"P0052";"3";"0,00";"405,00";"405,00";"217,53";"M22";"V53";"C0197"
"V005749";"17-11-2025";"WEB";"LIVREE";"P0018";"1";"0,00";"865,00";"865,00";"441,11";"M03";"V07";"C0200"
"V005750";"17-11-2025";"Magasin";"Livree";"P0060";"3";"0,00";"120,00";"120,00";"61,38";"M02";"V04";"C0090"
"V005751";"17-11-2025";"Magasin";"Livree";"P0020";"3";"0,00";"1155,00";"1155,00";"653,91";"M23";"V56";"C0016"
"V005752";"17-11-2025";"magasin";"Livree";"P0024";"2";"10,00";"1540,00";"1386,00";"931,78";"M25";"V60";"C0181"
"V005753";"17-11-2025";"Magasin";"Livree";"P0036";"1";"0,00";"105,00";"105,00";"57,91";"M16";"V37";"C0214"
"V005754";"17-11-2025";"magasin";"EnCours";"P0030";"1";"0,00";"265,00";"265,00";"125,99";"M09";"V19";"C0100"
"V005755";"17-11-2025";"MAGASIN";"livree";"P0033";"1";"0,00";"50,00";"50,00";"22,73";"M21";"V51";"C0084"
"V005756";"18-11-2025";"magasin";"LIVREE";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M07";"V14";"C0097"
"V005757";"18-11-2025";"Magasin";"livree";"P0051";"2";"5,00";"310,00";"294,50";"155,70";"M13";"V31";"C0122"
"V005758";"18-11-2025";"Web";"LIVREE";"P0042";"2";"0,00";"4090,00";"4090,00";"2473,28";"M03";"V06";"C0185"
"V005759";"18-11-2025";"MAGASIN";"LIVREE";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M10";"V22";"C0012"
"V005760";"18-11-2025";"Web";"Livree";"P0056";"1";"5,00";"25,00";"23,75";"12,15";"M12";"V28";"C0077"
"V005761";"18-11-2025";"Magasin";"Livree";"P0022";"1";"0,00";"430,00";"430,00";"205,70";"M11";"V25";"C0067"
"V005762";"18-11-2025";"WEB";"livree";"P0050";"3";"10,00";"690,00";"621,00";"347,49";"M03";"V06";"C0027"
"V005763";"19-11-2025";"Magasin";"LIVREE";"P0037";"2";"0,00";"460,00";"460,00";"231,90";"M14";"V32";"C0026"
"V005764";"19-11-2025";"MAGASIN";"encours";"P0064";"3";"5,00";"210,00";"199,50";"107,58";"M11";"V23";"C0041"
"V005765";"19-11-2025";"web";"Livree";"P0027";"3";"0,00";"660,00";"660,00";"319,98";"M10";"V21";"C0083"
"V005766";"19-11-2025";"magasin";"Livree";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M15";"V36";"C0147"
"V005767";"19-11-2025";"WEB";"Livree";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M17";"V42";"C0058"
"V005768";"19-11-2025";"Magasin";"Livree";"P0018";"1";"0,00";"865,00";"865,00";"441,11";"M09";"V19";"C0111"
"V005769";"19-11-2025";"magasin";"LIVREE";"P0041";"1";"5,00";"2225,00";"2113,75";"1348,70";"M25";"V59";"C0078"
"V005770";"19-11-2025";"WEB";"Livree";"P0021";"3";"0,00";"1230,00";"1230,00";"568,23";"M08";"V17";"C0133"
"V005771";"19-11-2025";"magasin";"Livree";"P0054";"3";"10,00";"480,00";"432,00";"232,32";"M19";"V47";"C0168"
"V005772";"20-11-2025";"magasin";"Annulee";"P0025";"1";"0,00";"55,00";"55,00";"32,37";"M02";"V05";"C0039"
"V005773";"20-11-2025";"Magasin";"EnCours";"P0063";"2";"0,00";"210,00";"210,00";"116,42";"M21";"V52";"C0162"
"V005774";"20-11-2025";"Magasin";"LIVREE";"P0044";"2";"5,00";"3600,00";"3420,00";"2106,42";"M14";"V32";"C0070"
"V005775";"20-11-2025";"Magasin";"livree";"P0007";"2";"5,00";"1910,00";"1814,50";"886,30";"M20";"V50";"C0207"
"V005776";"20-11-2025";"Web";"LIVREE";"P0032";"1";"0,00";"190,00";"190,00";"108,18";"M02";"V04";"C0045"
"V005777";"20-11-2025";"WEB";"LIVREE";"P0060";"1";"10,00";"40,00";"36,00";"20,46";"M03";"V06";"C0059"
"V005778";"20-11-2025";"WEB";"Livree";"P0062";"3";"0,00";"390,00";"390,00";"198,39";"M07";"V15";"C0034"
"V005779";"20-11-2025";"web";"LIVREE";"P0054";"2";"0,00";"320,00";"320,00";"154,88";"M08";"V17";"C0093"
"V005780";"21-11-2025";"Magasin";"Livree";"P0062";"2";"5,00";"260,00";"247,00";"132,26";"M23";"V56";"C0002"
"V005781";"21-11-2025";"Web";"Livree";"P0062";"3";"0,00";"390,00";"390,00";"198,39";"M02";"V05";"C0080"
"V005782";"21-11-2025";"Magasin";"encours";"P0042";"2";"0,00";"4090,00";"4090,00";"2473,28";"M21";"V51";"C0087"
"V005783";"21-11-2025";"Web";"Livree";"P0044";"2";"0,00";"3600,00";"3600,00";"2106,42";"M17";"V41";"C0006"
"V005784";"21-11-2025";"MAGASIN";"Annulee";"P0011";"3";"5,00";"3450,00";"3277,50";"2015,91";"M05";"V11";"C0045"
"V005785";"21-11-2025";"Magasin";"encours";"P0062";"3";"0,00";"390,00";"390,00";"198,39";"M07";"V14";"C0167"
"V005786";"21-11-2025";"Magasin";"LIVREE";"P0046";"1";"10,00";"1035,00";"931,50";"615,36";"M14";"V32";"C0203"
"V005787";"21-11-2025";"magasin";"Annulee";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M23";"V56";"C0192"
"V005788";"21-11-2025";"Web";"LIVREE";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M20";"V50";"C0177"
"V005789";"22-11-2025";"WEB";"Livree";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M09";"V18";"C0078"
"V005790";"22-11-2025";"Web";"LIVREE";"P0025";"2";"0,00";"110,00";"110,00";"64,74";"M19";"V46";"C0049"
"V005791";"22-11-2025";"magasin";"Livree";"P0029";"2";"0,00";"570,00";"570,00";"338,00";"M22";"V53";"C0085"
"V005792";"23-11-2025";"web";"Annulee";"P0031";"2";"0,00";"300,00";"300,00";"184,48";"M04";"V08";"C0115"
"V005793";"23-11-2025";"Magasin";"EnCours";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M12";"V28";"C0174"
"V005794";"23-11-2025";"Magasin";"livree";"P0010";"1";"0,00";"955,00";"955,00";"512,94";"M22";"V54";"C0073"
"V005795";"23-11-2025";"Magasin";"LIVREE";"P0008";"1";"5,00";"495,00";"470,25";"243,76";"M07";"V15";"C0124"
"V005796";"23-11-2025";"Magasin";"LIVREE";"P0007";"1";"0,00";"955,00";"955,00";"443,15";"M22";"V53";"C0159"
"V005797";"23-11-2025";"Magasin";"LIVREE";"P0009";"4";"0,00";"2020,00";"2020,00";"1188,68";"M13";"V30";"C0125"
"V005798";"23-11-2025";"Magasin";"livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M15";"V34";"C0017"
"V005799";"23-11-2025";"Magasin";"EnCours";"P0001";"1";"10,00";"1055,00";"949,50";"627,64";"M09";"V18";"C0096"
"V005800";"23-11-2025";"WEB";"encours";"P0054";"3";"0,00";"480,00";"480,00";"232,32";"M02";"V04";"C0075"
"V005801";"24-11-2025";"MAGASIN";"Livree";"P0006";"1";"0,00";"1075,00";"1075,00";"657,19";"M13";"V31";"C0210"
"V005802";"24-11-2025";"magasin";"Livree";"P0057";"2";"5,00";"40,00";"38,00";"21,78";"M06";"V13";"C0116"
"V005803";"24-11-2025";"Web";"Livree";"P0013";"2";"0,00";"1500,00";"1500,00";"676,36";"M20";"V50";"C0040"
"V005804";"24-11-2025";"magasin";"LIVREE";"P0001";"2";"0,00";"2110,00";"2110,00";"1255,28";"M24";"V57";"C0194"
"V005805";"24-11-2025";"Web";"Livree";"P0056";"4";"0,00";"100,00";"100,00";"48,60";"M03";"V06";"C0079"
"V005806";"24-11-2025";"web";"Livree";"P0062";"2";"5,00";"260,00";"247,00";"132,26";"M13";"V29";"C0161"
"V005807";"24-11-2025";"Magasin";"Livree";"P0037";"2";"0,00";"460,00";"460,00";"231,90";"M22";"V53";"C0208"
"V005808";"24-11-2025";"Web";"Livree";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M14";"V33";"C0082"
"V005809";"24-11-2025";"magasin";"Livree";"P0027";"2";"0,00";"440,00";"440,00";"213,32";"M12";"V26";"C0185"
"V005810";"25-11-2025";"Magasin";"Livree";"P0048";"2";"5,00";"3520,00";"3344,00";"1891,52";"M20";"V49";"C0033"
"V005811";"25-11-2025";"Magasin";"Livree";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M21";"V51";"C0196"
"V005812";"25-11-2025";"Web";"Livree";"P0015";"2";"0,00";"1100,00";"1100,00";"611,50";"M12";"V27";"C0020"
"V005813";"25-11-2025";"MAGASIN";"LIVREE";"P0062";"1";"5,00";"130,00";"123,50";"66,13";"M14";"V32";"C0071"
"V005814";"25-11-2025";"web";"Livree";"P0025";"1";"10,00";"55,00";"49,50";"32,37";"M11";"V24";"C0123"
"V005815";"25-11-2025";"Magasin";"Livree";"P0029";"3";"5,00";"855,00";"812,25";"507,00";"M07";"V14";"C0169"
"V005816";"25-11-2025";"Web";"LIVREE";"P0052";"3";"5,00";"405,00";"384,75";"217,53";"M24";"V57";"C0198"
"V005817";"25-11-2025";"Magasin";"Livree";"P0037";"2";"0,00";"460,00";"460,00";"231,90";"M21";"V52";"C0180"
"V005818";"25-11-2025";"WEB";"LIVREE";"P0051";"4";"10,00";"620,00";"558,00";"311,40";"M02";"V04";"C0066"
"V005819";"25-11-2025";"Web";"EnCours";"P0033";"3";"5,00";"150,00";"142,50";"68,19";"M07";"V14";"C0121"
"V005820";"26-11-2025";"Web";"Livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M17";"V40";"C0060"
"V005821";"26-11-2025";"Magasin";"LIVREE";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M22";"V53";"C0028"
"V005822";"26-11-2025";"MAGASIN";"LIVREE";"P0041";"1";"0,00";"2225,00";"2225,00";"1348,70";"M25";"V59";"C0210"
"V005823";"26-11-2025";"MAGASIN";"LIVREE";"P0008";"1";"0,00";"495,00";"495,00";"243,76";"M08";"V17";"C0154"
"V005824";"26-11-2025";"MAGASIN";"Livree";"P0057";"4";"0,00";"80,00";"80,00";"43,56";"M01";"V03";"C0184"
"V005825";"26-11-2025";"web";"Livree";"P0012";"1";"5,00";"1010,00";"959,50";"588,54";"M15";"V35";"C0039"
"V005826";"26-11-2025";"Web";"LIVREE";"P0018";"1";"5,00";"865,00";"821,75";"441,11";"M07";"V15";"C0148"
"V005827";"26-11-2025";"web";"livree";"P0061";"3";"0,00";"420,00";"420,00";"226,41";"M18";"V43";"C0157"
"V005828";"26-11-2025";"Magasin";"Livree";"P0058";"4";"0,00";"260,00";"260,00";"125,24";"M22";"V54";"C0087"
"V005829";"26-11-2025";"magasin";"Livree";"P0002";"2";"5,00";"1400,00";"1330,00";"705,52";"M06";"V13";"C0078"
"V005830";"26-11-2025";"magasin";"encours";"P0040";"3";"0,00";"5730,00";"5730,00";"3116,76";"M11";"V23";"C0035"
"V005831";"26-11-2025";"Magasin";"EnCours";"P0039";"3";"0,00";"4455,00";"4455,00";"2020,53";"M02";"V04";"C0081"
"V005832";"27-11-2025";"magasin";"encours";"P0047";"1";"0,00";"1665,00";"1665,00";"1004,07";"M10";"V22";"C0057"
"V005833";"27-11-2025";"magasin";"Livree";"P0039";"1";"10,00";"1485,00";"1336,50";"673,51";"M15";"V35";"C0069"
"V005834";"27-11-2025";"magasin";"Livree";"P0012";"3";"0,00";"3030,00";"3030,00";"1765,62";"M23";"V55";"C0109"
"V005835";"27-11-2025";"MAGASIN";"LIVREE";"P0003";"4";"0,00";"2840,00";"2840,00";"1581,32";"M04";"V08";"C0022"
"V005836";"28-11-2025";"Magasin";"Livree";"P0036";"2";"0,00";"210,00";"210,00";"115,82";"M07";"V14";"C0011"
"V005837";"28-11-2025";"MAGASIN";"livree";"P0012";"1";"0,00";"1010,00";"1010,00";"588,54";"M01";"V03";"C0152"
"V005838";"28-11-2025";"Magasin";"Livree";"P0038";"2";"0,00";"460,00";"460,00";"238,64";"M12";"V27";"C0043"
"V005839";"28-11-2025";"MAGASIN";"livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M04";"V09";"C0219"
"V005840";"28-11-2025";"MAGASIN";"Livree";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M04";"V09";"C0128"
"V005841";"28-11-2025";"WEB";"Livree";"P0061";"1";"0,00";"140,00";"140,00";"75,47";"M10";"V22";"C0056"
"V005842";"28-11-2025";"Magasin";"LIVREE";"P0016";"2";"0,00";"770,00";"770,00";"357,48";"M07";"V14";"C0070"
"V005843";"28-11-2025";"WEB";"LIVREE";"P0029";"2";"0,00";"570,00";"570,00";"338,00";"M12";"V28";"C0119"
"V005844";"28-11-2025";"Magasin";"EnCours";"P0058";"3";"5,00";"195,00";"185,25";"93,93";"M06";"V13";"C0097"
"V005845";"28-11-2025";"magasin";"Livree";"P0051";"4";"0,00";"620,00";"620,00";"311,40";"M19";"V47";"C0074"
"V005846";"28-11-2025";"web";"Livree";"P0039";"2";"0,00";"2970,00";"2970,00";"1347,02";"M02";"V04";"C0128"
"V005847";"29-11-2025";"web";"Livree";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M17";"V42";"C0170"
"V005848";"30-11-2025";"Magasin";"livree";"P0047";"1";"0,00";"1665,00";"1665,00";"1004,07";"M01";"V01";"C0005"
"V005849";"30-11-2025";"magasin";"Livree";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M20";"V48";"C0213"
"V005850";"30-11-2025";"WEB";"Livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M23";"V55";"C0124"
"V005851";"30-11-2025";"magasin";"Livree";"P0063";"2";"0,00";"210,00";"210,00";"116,42";"M15";"V34";"C0126"
"V005852";"30-11-2025";"Web";"Livree";"P0003";"3";"5,00";"2130,00";"2023,50";"1185,99";"M21";"V51";"C0186"
"V005853";"30-11-2025";"magasin";"LIVREE";"P0050";"1";"5,00";"230,00";"218,50";"115,83";"M09";"V19";"C0123"
"V005854";"30-11-2025";"Magasin";"EnCours";"P0063";"2";"5,00";"210,00";"199,50";"116,42";"M17";"V42";"C0199"
"V005855";"30-11-2025";"WEB";"Livree";"P0051";"1";"10,00";"155,00";"139,50";"77,85";"M17";"V41";"C0152"
"V005856";"01-12-2025";"Magasin";"LIVREE";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M17";"V42";"C0002"
"V005857";"01-12-2025";"MAGASIN";"Livree";"P0003";"2";"0,00";"1420,00";"1420,00";"790,66";"M05";"V10";"C0011"
"V005858";"01-12-2025";"Magasin";"livree";"P0028";"3";"0,00";"390,00";"390,00";"201,78";"M20";"V49";"C0102"
"V005859";"01-12-2025";"Magasin";"Livree";"P0010";"1";"10,00";"955,00";"859,50";"512,94";"M22";"V54";"C0199"
"V005860";"01-12-2025";"MAGASIN";"EnCours";"P0042";"1";"5,00";"2045,00";"1942,75";"1236,64";"M04";"V09";"C0201"
"V005861";"01-12-2025";"Magasin";"LIVREE";"P0042";"1";"0,00";"2045,00";"2045,00";"1236,64";"M24";"V58";"C0190"
"V005862";"01-12-2025";"MAGASIN";"LIVREE";"P0010";"1";"0,00";"955,00";"955,00";"512,94";"M20";"V48";"C0138"
"V005863";"02-12-2025";"Web";"Livree";"P0048";"1";"0,00";"1760,00";"1760,00";"945,76";"M16";"V39";"C0035"
"V005864";"02-12-2025";"Magasin";"encours";"P0017";"1";"0,00";"450,00";"450,00";"256,83";"M06";"V12";"C0089"
"V005865";"02-12-2025";"Web";"Livree";"P0040";"1";"0,00";"1910,00";"1910,00";"1038,92";"M13";"V29";"C0004"
"V005866";"02-12-2025";"WEB";"Annulee";"P0011";"2";"5,00";"2300,00";"2185,00";"1343,94";"M25";"V59";"C0212"
"V005867";"02-12-2025";"Magasin";"LIVREE";"P0007";"1";"0,00";"955,00";"955,00";"443,15";"M05";"V11";"C0108"
"V005868";"02-12-2025";"web";"Livree";"P0064";"2";"0,00";"140,00";"140,00";"71,72";"M07";"V15";"C0114"
"V005869";"02-12-2025";"MAGASIN";"LIVREE";"P0021";"4";"0,00";"1640,00";"1640,00";"757,64";"M02";"V04";"C0120"
"V005870";"02-12-2025";"WEB";"livree";"P0057";"1";"5,00";"20,00";"19,00";"10,89";"M24";"V57";"C0156"
"V005871";"02-12-2025";"magasin";"Livree";"P0018";"2";"5,00";"1730,00";"1643,50";"882,22";"M10";"V22";"C0071"
"V005872";"02-12-2025";"Magasin";"Livree";"P0058";"2";"0,00";"130,00";"130,00";"62,62";"M24";"V58";"C0065"
"V005873";"02-12-2025";"Web";"LIVREE";"P0017";"1";"0,00";"450,00";"450,00";"256,83";"M01";"V03";"C0217"
"V005874";"02-12-2025";"Magasin";"livree";"P0058";"1";"5,00";"65,00";"61,75";"31,31";"M07";"V14";"C0001"
"V005875";"02-12-2025";"Magasin";"Livree";"P0010";"1";"5,00";"955,00";"907,25";"512,94";"M07";"V14";"C0015"
"V005876";"02-12-2025";"WEB";"Livree";"P0001";"1";"5,00";"1055,00";"1002,25";"627,64";"M03";"V06";"C0120"
"V005877";"02-12-2025";"Magasin";"Annulee";"P0009";"3";"5,00";"1515,00";"1439,25";"891,51";"M08";"V16";"C0077"
"V005878";"03-12-2025";"Magasin";"LIVREE";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M20";"V48";"C0127"
"V005879";"03-12-2025";"Web";"encours";"P0057";"1";"10,00";"20,00";"18,00";"10,89";"M19";"V47";"C0005"
"V005880";"03-12-2025";"Magasin";"Livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M01";"V03";"C0054"
"V005881";"03-12-2025";"MAGASIN";"livree";"P0019";"2";"0,00";"1070,00";"1070,00";"614,96";"M03";"V07";"C0178"
"V005882";"03-12-2025";"Web";"Livree";"P0012";"1";"5,00";"1010,00";"959,50";"588,54";"M11";"V24";"C0063"
"V005883";"03-12-2025";"MAGASIN";"EnCours";"P0023";"1";"0,00";"700,00";"700,00";"404,57";"M16";"V39";"C0209"
"V005884";"03-12-2025";"Magasin";"Livree";"P0012";"1";"5,00";"1010,00";"959,50";"588,54";"M19";"V47";"C0164"
"V005885";"03-12-2025";"Magasin";"Livree";"P0063";"1";"5,00";"105,00";"99,75";"58,21";"M05";"V10";"C0085"
"V005886";"03-12-2025";"WEB";"livree";"P0035";"1";"0,00";"170,00";"170,00";"91,98";"M06";"V13";"C0168"
"V005887";"04-12-2025";"MAGASIN";"livree";"P0056";"4";"0,00";"100,00";"100,00";"48,60";"M18";"V44";"C0130"
"V005888";"04-12-2025";"Magasin";"livree";"P0010";"1";"0,00";"955,00";"955,00";"512,94";"M16";"V37";"C0001"
"V005889";"04-12-2025";"Magasin";"Annulee";"P0052";"2";"0,00";"270,00";"270,00";"145,02";"M01";"V01";"C0204"
"V005890";"04-12-2025";"Web";"encours";"P0031";"3";"0,00";"450,00";"450,00";"276,72";"M10";"V20";"C0065"
"V005891";"04-12-2025";"Web";"Livree";"P0007";"1";"0,00";"955,00";"955,00";"443,15";"M18";"V44";"C0158"
"V005892";"04-12-2025";"Magasin";"Livree";"P0014";"1";"0,00";"635,00";"635,00";"333,47";"M04";"V08";"C0142"
"V005893";"04-12-2025";"Magasin";"Annulee";"P0022";"1";"0,00";"430,00";"430,00";"205,70";"M01";"V02";"C0006"
"V005894";"04-12-2025";"Magasin";"Livree";"P0058";"2";"5,00";"130,00";"123,50";"62,62";"M03";"V07";"C0085"
"V005895";"04-12-2025";"Magasin";"Livree";"P0045";"2";"10,00";"650,00";"585,00";"298,38";"M07";"V14";"C0102"
"V005896";"04-12-2025";"WEB";"LIVREE";"P0017";"1";"10,00";"450,00";"405,00";"256,83";"M23";"V56";"C0200"
"V005897";"04-12-2025";"Magasin";"Livree";"P0005";"2";"0,00";"650,00";"650,00";"297,42";"M19";"V47";"C0011"
"V005898";"04-12-2025";"Web";"Livree";"P0010";"1";"0,00";"955,00";"955,00";"512,94";"M09";"V19";"C0149"
"V005899";"04-12-2025";"Web";"Livree";"P0017";"1";"10,00";"450,00";"405,00";"256,83";"M16";"V39";"C0062"
"V005900";"04-12-2025";"Magasin";"Livree";"P0002";"2";"0,00";"1400,00";"1400,00";"705,52";"M05";"V10";"C0014"
"V005901";"05-12-2025";"magasin";"LIVREE";"P0056";"1";"0,00";"25,00";"25,00";"12,15";"M09";"V19";"C0071"
"V005902";"05-12-2025";"Magasin";"Annulee";"P0030";"2";"0,00";"530,00";"530,00";"251,98";"M20";"V48";"C0032"
"V005903";"05-12-2025";"WEB";"Livree";"P0054";"4";"5,00";"640,00";"608,00";"309,76";"M10";"V20";"C0138"
"V005904";"05-12-2025";"Web";"LIVREE";"P0020";"1";"10,00";"385,00";"346,50";"217,97";"M07";"V14";"C0151"
"V005905";"05-12-2025";"MAGASIN";"Livree";"P0053";"1";"0,00";"155,00";"155,00";"83,01";"M07";"V14";"C0154"
"V005906";"05-12-2025";"MAGASIN";"Annulee";"P0004";"1";"0,00";"960,00";"960,00";"561,87";"M09";"V18";"C0178"
"V005907";"05-12-2025";"MAGASIN";"LIVREE";"P0018";"2";"0,00";"1730,00";"1730,00";"882,22";"M08";"V16";"C0080"
"V005908";"05-12-2025";"Magasin";"Livree";"P0001";"1";"5,00";"1055,00";"1002,25";"627,64";"M01";"V02";"C0053"
"V005909";"05-12-2025";"Magasin";"Livree";"P0060";"1";"5,00";"40,00";"38,00";"20,46";"M14";"V33";"C0086"
"V005910";"05-12-2025";"Magasin";"Livree";"P0020";"1";"0,00";"385,00";"385,00";"217,97";"M23";"V56";"C0119"
"V005911";"05-12-2025";"Magasin";"Livree";"P0010";"2";"0,00";"1910,00";"1910,00";"1025,88";"M12";"V28";"C0052"
"V005912";"05-12-2025";"MAGASIN";"Livree";"P0002";"1";"5,00";"700,00";"665,00";"352,76";"M18";"V44";"C0127"
"V005913";"06-12-2025";"Magasin";"Annulee";"P0059";"1";"10,00";"40,00";"36,00";"19,23";"M02";"V05";"C0031"
"V005914";"06-12-2025";"Magasin";"livree";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M20";"V50";"C0022"
"V005915";"06-12-2025";"Magasin";"LIVREE";"P0024";"4";"0,00";"3080,00";"3080,00";"1863,56";"M25";"V60";"C0178"
"V005916";"06-12-2025";"Magasin";"Livree";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M19";"V47";"C0111"
"V005917";"06-12-2025";"MAGASIN";"Livree";"P0043";"1";"0,00";"2230,00";"2230,00";"1198,97";"M11";"V23";"C0024"
"V005918";"06-12-2025";"Magasin";"LIVREE";"P0046";"1";"0,00";"1035,00";"1035,00";"615,36";"M21";"V51";"C0084"
"V005919";"06-12-2025";"Web";"LIVREE";"P0023";"1";"0,00";"700,00";"700,00";"404,57";"M20";"V50";"C0164"
"V005920";"06-12-2025";"WEB";"Livree";"P0053";"3";"0,00";"465,00";"465,00";"249,03";"M18";"V43";"C0036"
"V005921";"06-12-2025";"MAGASIN";"Livree";"P0010";"3";"0,00";"2865,00";"2865,00";"1538,82";"M22";"V53";"C0001"
"V005922";"06-12-2025";"WEB";"Livree";"P0009";"2";"10,00";"1010,00";"909,00";"594,34";"M11";"V25";"C0082"
"V005923";"06-12-2025";"Web";"livree";"P0005";"1";"0,00";"325,00";"325,00";"148,71";"M10";"V21";"C0079"
"V005924";"06-12-2025";"MAGASIN";"LIVREE";"P0046";"1";"0,00";"1035,00";"1035,00";"615,36";"M22";"V54";"C0095"
"V005925";"06-12-2025";"magasin";"Livree";"P0036";"2";"0,00";"210,00";"210,00";"115,82";"M17";"V40";"C0219"
"V005926";"07-12-2025";"MAGASIN";"Livree";"P0001";"2";"0,00";"2110,00";"2110,00";"1255,28";"M21";"V51";"C0128"
